link,Year,Event,Speaker,Organization,About ,Summary,Source of Summary,Topic 1,Sub-topic 1-1,Sub-topic 1-2,Sub-topic 1-3,Topic 2,Sub-topic 2-1,Sub-topic 2-2,Sub-topic 2-3
https://www.youtube.com/watch?v=y4OJLJYCmGU&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=3,2021,NICE,Johannes Schemmel,Heidelberg University,Exploring the possibilities of analog neuromorphic computing with BrainScales,"It appears that the speaker is discussing the possibilities and advancements in computing technology, specifically in regards to energy consumption and performance. They mention specific companies such as Google and Tesla, and mention the importance of understanding logical information processing and future computing based on what is currently being learned. They also mention the use of specific technologies such as GPU's from Nvidia and IBM Datacenter. It also mentions some other areas such as green electronics systems, quantum computing, and machine learning. The overall theme is improving efficiency and performance of computing technology through advancements in research and development.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,Analog computing,,,,,
https://www.youtube.com/watch?v=iRVo08j7sDM&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=4,2021,NICE,Sebastian Schmitt,Heidelberg University,BrainScaleS-1 From clean room to machine room,"The speaker is discussing the development and use of physical modeling of analog neuron circuits for building neuromorphic systems in Heidelberg. The approach uses dedicated circuits in every neuron to mimic the functions of biological neurons, and results in accelerated dynamics compared to real-time biology. They also mention the use of wafer scale integration to connect multiple chips together to emulate larger neural networks, and the use of a brain scales wafer module to house the wafer, distribute power, and handle input and output communication. The speaker also mentions the steps taken to assemble and test these systems, including optical inspection of the wafer.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,Analog computing,,,,,
https://www.youtube.com/watch?v=hVu6Hi7Dktk&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=5,2021,NICE,Korbinian Schreiber,Heidelberg University,Closed-loop experiments on BrainScales-2,"The speaker is discussing the BrainScales2 platform, which is a chip that contains a hybrid architecture of an analog or mixed signal neural network core and a digital CPU. The chip has a high configurability and can be used for a variety of experiments and code implementation. The speaker also mentions that the BrainScales2 chip has a speed-up factor of 1000, which presents both advantages and challenges for researchers studying phenomena such as developmental processes in brains. The faster time-scales can greatly improve experiment throughput, but they can also be harder to handle.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,Analog computing,,,,,
https://www.youtube.com/watch?v=RtYahwyless&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=6,2021,NICE,Jonathan Tapson,University of Technology Sydney,Batch << 1: Why neuromorphic computing architectures suit real-time workloads,"In his talk, Jonathan Tapson, the former Chief Science Officer of Gray Matter Labs, discusses the lessons learned from building a neuromorphic architecture for commercial real-time computing. He argues that neuromorphic architectures are suitable for a particular kind of machine learning and that the focus should be on specific domains in which they excel, rather than claiming more general advantages. He also emphasizes the importance of considering the specific workloads that the architecture will be used for, as edge workloads involve real-time decision-making and are different from cloud workloads. He points out that the appropriate architecture for processing uncorrelated data is different from that for processing highly correlated data.",ChatGPT,Generic Introduction,Uncategorized,,,,,,
https://www.youtube.com/watch?v=u5kLjflMslY&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=7,2021,NICE,Thomas Pfeil,Bosch center for AI,Neuromorphic and AI research at BCAI,"Thomas Pfeil is a researcher at the Bosch Center for Artificial Intelligence, which is mainly located in Renningen, Germany. He is discussing research related to neuromorphic computing and the publicly funded project ulpec. Bosch is a large company with 400,000 employees and focuses on mobility solutions, with machine learning being a major area of research for the company. Thomas mentions that Bosch is participating in the ulpec project, which is about creating a smart microsystem that interconnects an event-based camera with a spiking neural network. The goal of this project is to develop low power, low latency, and event-driven systems. Thomas mentions some of the challenges in this field, including training large-scale networks and finding appropriate data sets.",ChatGPT,Generic Introduction,Uncategorized,,,,,,
https://www.youtube.com/watch?v=fjG_0zKGVfw&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=8,2021,NICE,Florian Kelber,TU Dresden,Mapping deep neural networks on SpiNNaker2,"In this video, the speaker, Florian Kelber, presents his work as a PhD student at the Technical University of Dresden, where he has adapted the Spinnaker 2 architecture to improve performance for non-spiking neural networks. He also explains how specific models have been mapped onto the Spinnaker 2 architecture, and how the team is trying to maximize performance and energy efficiency by including an accelerator for matrix multiplication and deconvolution. The Spinnaker 2 chip is set to be released in the next one and a half to two months, with plans to build a 5 million core machine in 2022. Overall, the focus is on creating hybrid neural networks architectures and improve the performance for the specific tasks.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,,,,,,
https://www.youtube.com/watch?v=t53zEJLs39U&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=9,2021,NICE,Jeff Hawkins,Numenta,From brains to silicon: Applying lessons from neuroscience to machine learning,"In this video, the speaker is discussing the work of their company, Numenta, which aims to reverse engineer the neocortex and apply what they learn to AI and machine learning. The speaker explains that the neocortex is responsible for all forms of intelligence, including high-level sensory perception, motor behaviors, language, and abstract thoughts. They also mention that the neocortex has the ability to continuously learn and that the basic unit of computation in the neocortex is the cortical column, which is a complete modeling system that works on implementing a type of reference frame. They also explain that the neocortex creates a model of the world in our heads, allowing us to infer our current situation and generate goal-oriented behavior.",ChatGPT,Neuromorphic algorithms,Computational Neuroscience,,,,,,
https://www.youtube.com/watch?v=BnRpZNuXgME&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=10,2021,NICE,Brad Aimone,Sandia National Laboratories,A neuromorphic future for classical computing tasks,"The speaker is discussing neuromorphic computing and its potential impact on the broader computing world. They mention the concept of quantum computing, which has a clear benchmark for success called ""quantum supremacy"" that demonstrates its superiority over traditional computers. However, neuromorphic computing currently lacks a concrete benchmark for success, and the speaker proposes the idea of ""neuromorphic advantage"" as a way to measure the potential of the technology. This would involve identifying algorithms that are already advantageous on one axis (such as time or energy efficiency) and have strong scaling implications for the other axis. The speaker also mentions that they are focusing on current neuromorphic platforms such as the BrainScaleS and SpiNNaker systems, and comparing them to GPUs. They also note that future technologies such as analog and crossbar architectures will also be important to consider in the future.",ChatGPT,Generic Introduction,Uncategorized,,,Tools and datasets,Benchmark,,
https://www.youtube.com/watch?v=7yYfoLZA5Os&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=11,2021,NICE,Christoph Ostrau,Bielefeld University,Benchmarking of neuromorphic hardware systems,"The speaker is a PhD student from Beatlefield University, and the talk is about benchmarking new morphic hardware systems. The main question guiding their research is how to compare the performance and efficiency of diverse systems. They have developed a ""black box"" approach, called the Neomorphic Benchmark Approach, which takes the user's perspective and has a high-level description of a spiking neural network that is mapped by an abstraction layer to various target systems. This allows for direct cross-platform networks and a back-end independent implementation. However, due to the large variety of systems, they have to open the black box a bit to allow platform-dependent configuration of these benchmarks. The framework they are using is called Snapseed, and they are comparing modern CPU and GPU implementations to older technology used in the spinning cast by Game Brainscape Systems. They have different levels of benchmarks, starting with low-level characterization benchmarks and ending with full applications, to be representative of the field.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=KyFZKDT9uK8&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=12,2021,NICE,Andrew Sornborger,Los Alamos National Lab.,Implementing backpropagation for learning on neuromorphic spiking hardware,"Andrew Sornborger, from Los Alamos National Laboratory, and his team have developed a method for implementing backpropagation, a widely-used algorithm for training neural networks, on neuromorphic spiking hardware. They were able to train a three-layer network to classify digits from the MNIST dataset, achieving a validation accuracy of 92% and a throughput of 1000 frames per second. Additionally, the energy consumption per sample was 0.3 millijoules, and the energy delay product was 0.3 microjoule-seconds.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=4Hhn7GioCMo&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=13,2021,NICE,Fabian Sinz,University Gottingen,Inductive bias transfer between brains and machines,"The speaker, Fabian Sinz, is the head of the Neural Intelligence Group at the University of Tübingen and is moving to the University of Göttingen this summer. He is interested in understanding why biological neurons are so much better at certain tasks than current state-of-the-art machine learning algorithms. He discusses the success of deep learning in the last 10 years, specifically in computer vision, but notes that these algorithms are brittle and do not generalize well beyond the statistics of their training set. He uses the example of adversarial examples, where small, invisible perturbations can completely throw off a classifier's decision, and notes that this shows that these classifiers use different decision strategies compared to humans. He also discusses a study by Robert Garros that shows the robustness of humans compared to classifiers in the face of image distortion.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=pKNN93mNuc0&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=14,2021,NICE,Pau Aceituno,ETH Zurich,STDP leads to efficient coding of predictions,"The speaker is discussing research they did during their PhD at the Max Planck Institute for Mathematics and the Sciences. The talk is focused on computational neuroscience and the idea that learning is not just about adjusting weights, but also how the timing of spikes changes as an individual becomes more familiar with a certain input. They mention the concept of latency reduction, in which a postsynaptic spike advances in time as a neuron learns. They also mention some technical considerations, such as making sure depression is slightly larger than potentiation to prevent instability, and the potential for one postsynaptic spike to be weaker than another if they get too close together in time. The speaker also mentions the study of triplet rules as related to their research.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=gYMRy8ptbKk&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=15,2021,NICE,Andreas Wild,Intel,Intel Loihi's NxSDK: Introduction and overview,-,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=MrA2f15oVts&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=16,2021,NICE,Gabriel Andres Fonseca,Intel,A fast and efficient constraint satisfaction solver on Loihi,"The speaker is discussing the use of constraint satisfaction solvers, which are a type of problem that can be difficult to solve using traditional architectures. They mention that these problems are ""NP-complete,"" meaning they are interactive and decidable, but can be challenging to scale. The speaker suggests using neuromorphic hardware to solve these problems, as it is built for this purpose and has advantages such as fine parallelism, event-driven characteristics, and integrated compute and memory. They also provide a definition of a constraint satisfaction problem, which involves a set of variables that can take on specific values within a given domain, and restrictions on the values that these variables can take.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=k0NeUCMLjgY&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=17,2021,NICE,Sumit Bam Shrestha,Intel,SLAYER for Loihi,"The speaker is discussing the use of ""spike-based"" deep neural networks for low energy computing, specifically using the tool ""SLAYER"" for configuring these networks. They provide a background on why computing with spikes is useful, as well as an overview of the temporal interactions that occur in a spiking neuron. They mention that the goal of using these networks is to achieve low energy systems, and mention that SLAYER has a custom implementation for learning both synaptic weights and axonal delays. The speaker also mentions that they will be showing demos of training and live inference using these networks, as well as benchmark results.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=7WSaoFON25Q&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=18,2021,NICE,Garrick Orchard,Intel,Performance characterization on Loihi,"The speaker, Garrett Orchard, is a member of Intel's Neuromorphic Computing Lab. He is discussing the importance of benchmarking and characterization for the Luihi chip, which is a neuromorphic processor developed by Intel. He explains that benchmarking and characterization are important for understanding the capabilities of the technology, and for making claims that are backed up by data and measurements. He also notes that benchmarking can be used to compare the performance of Luihi to other technologies, and to provide a realistic picture of the chip's strengths and weaknesses. He also mentions that he will be running a notebook that INRC members can use to run these tests.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=Hk95LdvkQ4s&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=19,2021,NICE,Andrew Rowley,University of Manchester,SpiNNaker Tutorial,"The speaker is giving a tutorial on how to use the Spinnaker system, which can be accessed through a Jupyter notebook. The speaker explains that the server is located in Manchester and that users should use their ebrain's credentials to log in. The speaker also mentions that the tutorial will be conducted on the Jupyter lab interface, and that there are folders set up within the Jupyter system for users to save their work in, and also tutorials available. The speaker also mention that there is a link to the e-brains drive for users to store files for a longer period of time. The speaker also mentioned that even individuals not working at the company can get HBP credentials and that it is possible, but the process is a bit more time consuming.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,,,Tools and datasets,Computing platform,Tutorial,
https://www.youtube.com/watch?v=_WiFvEpKNuI&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=20,2021,NICE,Sebastian Billaudelle,Heidelberg University,BrainScaleS-2 Tutorial,"The speaker is discussing a tutorial on using ASICs (analog integrated circuits) for performing machine learning tasks. They mention that participants will have access to some of these ASICs and that the tutorial will cover two main topics: spiking neural networks and matrix multiplications with analog neural mobile hardware. They mention that the tutorial will include a demonstration of a single neuron and a learning rule called ""super spike."" The tutorial will also use a Jupyter notebook setup and a micro scheduler called ""quickly"" to optimize and interleave experiments on the available hardware. They also mention a list of publications that can serve as inspiration for the tutorial.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,,,Tools and datasets,Computing platform,Tutorial,
https://www.youtube.com/watch?v=KN-xhNiuAV4&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=21,2021,NICE,Johannes Weis,Heidelberg University,BrainScaleS-2 Tutorial,-,,Neuromorphic circuits,Large scale neuromorphic computing platform,,,Tools and datasets,Computing platform,Tutorial,
https://www.youtube.com/watch?v=XAlLdLtMWEI&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=22,2021,NICE,Arne Emmel,Heidelberg University,BrainScaleS-2 Tutorial,"The video discusses using the high-level API for matrix multiplication in hx torch, an extension to the PyTorch machine learning framework. The speaker imports various packages including numpy and torch, and demonstrates the use of the map mode operation for matrix multiplication. They mention that the operation can be multiplexed for larger matrices and that the hardware connection and calibration must be initialized before use. The speaker also mentions that the numbers used in the demonstration are in units of the analog-to-digital converter and that the result is returned as a PyTorch tensor.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,,,Tools and datasets,Computing platform,Tutorial,
https://www.youtube.com/watch?v=PNZzf53Ca6I&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=23,2021,NICE,Wolfgang Maass,TU Graz,Biological inspiration for improving computing and learning in spiking neural networks,-,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=jjbKwrmGX3E&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=24,2021,NICE,Jakob Jordan,University of Bern,Conductance-based dendrites perform reliability-weighted opinion pooling,"The speaker is discussing a new theory of single neuron computation that centers around the principle of integration. They observe that neurons in the cortex use this principle to integrate information from different sources, such as receptive fields or multiple modalities. They propose that single neurons use conductance-based synapses to accomplish this integration. They use the example of Bayesian inference to explain how neurons integrate information from different sources, with the posterior distribution being a weighted average of the original distributions. They also discuss the stationary state of bi-directional voltage dynamics in multi-compartment neural models, and explain how the membrane potential in the somatic compartment is a weighted linear combination of the dendritic potentials, with the weighting factors being the conductances generated on the dendrites.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=9xiQ-wOWhW8&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=25,2021,NICE,Elena Kreutzer,University of Bern,Natural-gradient learning for spiking neurons,"In many normative theories of synaptic plasticity, weight updates implicitly depend on the chosen parametrization of the weights. This problem relates, for example, to neuronal morphology: synapses which are functionally equivalent in terms of their impact on somatic firing can differ substantially in spine size due to their different positions along the dendritic tree. Classical theories based on Euclidean gradient descent can easily lead to inconsistencies due to such parametrization dependence. The issues are solved in the framework of Riemannian geometry, in which we propose that plasticity instead follows natural gradient descent. Under this hypothesis, we derive a synaptic learning rule for spiking neurons that couples functional efficiency with the explanation of several well-documented biological phenomena such as dendritic democracy, multiplicative scaling and heterosynaptic plasticity. We therefore suggest that in its search for functional synaptic plasticity, evolution might have come up with its own version of natural gradient descent.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=qLaq1m0xVuQ&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=26,2021,NICE,Johannes Leugering,Fraunhofer IIS,Making spiking neurons more succinct with multi-compartment models,"Spiking neurons consume energy for each spike they emit. Reducing the firing rate of each neuron --- without sacrificing relevant information content--- is therefore a critical constraint for energy efficient networks of spiking neurons in biology and neuromorphic hardware alike. The inherent complexity of biological neurons provides a possible mechanism to realize a good trade-off between these two conflicting objectives: multi-compartment neuron models can become selective to highly specific input patterns, and thus learn to produce informative yet sparse spiking codes. In this paper, I motivate the operation of a simplistic hierarchical neuron model by analogy to decision trees, show how they can be optimized using a modified version of the greedy decision tree learning rule, and analyze the results for a simple illustrative binary classification problem.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=lThqkZTrFKg&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=27,2021,NICE,Yigit Demirag,ETH Zurich,Dynap-SE1 Demo session,-,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=c3HWeRgvh88&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=28,2021,NICE,Yigit Demirag,ETH Zurich,Simulating Dynap-SE1,-,,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=yduGeNjIFnE&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=29,2021,NICE,Charlotte Frenkel,INI Zurich,Bottum-up and top-down neuromorphic processor design,"Abstract—While Moore’s law has driven exponential computing power expectations, its nearing end calls for new avenues for improving the overall system performance. One of these avenues is the exploration of new alternative brain-inspired computing architectures that promise to achieve the flexibility and computational efficiency of biological neural processing systems. Within this context, neuromorphic intelligence represents a paradigm shift in computing based on the implementation of spiking neural network architectures tightly co-locating processing and memory. In this paper, we provide a comprehensive overview of the field, highlighting the different levels of granularity present in existing silicon implementations, comparing approaches that aim at replicating natural intelligence (bottom-up) versus those that aim at solving practical artificial intelligence applications (top-down), and assessing the benefits of the different circuit design styles used to achieve these goals. First, we present the analog, mixed-signal and digital circuit design styles, identifying the boundary between processing and memory through time multiplexing, in-memory computation and novel devices. Next, we highlight the key tradeoffs for each of the bottom-up and top-down approaches, survey their silicon implementations, and carry out detailed comparative analyses to extract design guidelines. Finally, we identify both necessary synergies and missing elements required to achieve a competitive advantage for neuromorphic edge computing over conventional machine-learning accelerators, and outline the key elements for a framework toward neuromorphic intelligence.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=X3TOohLp4jk&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=30,2021,NICE,Dylan Paiton,University of Tubingen,Subspace locally competitive algorithms,"We introduce subspace locally competitive algorithms (SLCAs), a family of novel network architectures for modeling latent representations of natural signals with group sparse structure. SLCA first layer neurons are derived from locally competitive algorithms, which produce responses and learn representations that are well matched to both the linear and non-linear properties observed in simple cells in layer 4 of primary visual cortex (area V1). SLCA incorporates a second layer of neurons which produce approximately invariant responses to signal variations that are linear in their corresponding subspaces, such as phase shifts, resembling a hallmark characteristic of complex cells in V1. We provide a practical analysis of training parameter settings, explore the features and invariances learned, and finally compare the model to single-layer sparse coding and to independent subspace analysis.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=V3yib-9fZn8&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=31,2021,NICE,William Kay,ORNL,Graph algorithms in neuromorphic computing,"Neuromorphic computing is poised to become a promising computing paradigm in the post Moore’s law era due to its extremely low power usage and inherent parallelism. Traditionally speaking, a majority of the use cases for neuromorphic systems have been in the field of machine learning. In order to expand their usability, it is imperative that neuromorphic systems be used for non-machine learning tasks as well. The structural aspects of neuromorphic systems (i.e., neurons and synapses) are similar to those of graphs (i.e., nodes and edges), However, it is not obvious how graph algorithms would translate to their neuromorphic counterparts. In this work, we propose a preprocessing technique that introduces fractional offsets on the synaptic delays of neuromorphic graphs in order to break ties. This technique, in turn, enables two graph algorithms: longest shortest path extraction and minimum spanning trees.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=yc8hXOEFLMI&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=32,2021,NICE,Eric Müller,Heidelberg University,BrainScaleS: Development methodologies and operating systems,"BrainScaleS-1 is a wafer-scale mixed-signal accelerated neuromorphic system targeted for research in the elds of computational neuroscience and beyond-vonNeumann computing. The BrainScaleS Operating System (BrainScaleS OS) is a software stack giving users the possibility to emulate networks described in the high-level network description language PyNN with minimal knowledge of the system. At the same time, expert usage is facilitated by allowing to hook into the system at any depth of the stack. We present operation and development methodologies implemented for the BrainScaleS-1 neuromorphic architecture and walk through the individual components of BrainScaleS OS constituting the software stack for BrainScaleS-1 platform operation.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=hvB_2HbiFHQ&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=33,2021,NICE,David Schaffer,Binghamton University,Evolving spiking neural networks for robust sensory-motor decision tasks of varying difficulty,"While there is considerable enthusiasm for the potential of spiking neural network (SNN) computing, there remains the fundamental issue of designing the topologies and parameters for these networks. We say the topology IS the algorithm. Here, we describe experiments using evolutionary computation (genetic algorithms, GAs) on a simple robotic sensory-motor decision task using a gene driven topology growth algorithm and letting the GA set all the SNN's parameters. We highlight lessons learned from early experiments where evolution failed to produce designs beyond what we called ""cheap-tricksters"". These were simple topologies implementing decision strategies that could not satisfactorily solve tasks beyond the simplest, but were nonetheless able to outcompete more complex designs in the course of evolution. The solution involved alterations to the fitness function so as to reduce the inherent noise in the assessment of performance, adding gene driven control of the symmetry of the topology, and improving the robot sensors to provide more detailed information about its environment. We show how some subtle variations in the topology and parameters can affect behaviors. We discuss an approach to gradually increasing the complexity of the task that can induce evolution to discover more complex designs. We conjecture that this type of approach will be important as a way to discover cognitive design principles.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=FSIoGz4MSEo&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=34,2021,NICE,Tej Pandit,UTSA,Relational neurogenesis: For lifelong learning agents,"Reinforcement learning systems have shown tremendous potential in being able to model meritorious behavior in virtual agents and robots. The ability to learn through continuous reinforcement and interaction with an environment negates the requirement of painstakingly curated datasets and hand crafted features. However, the ability to learn multiple tasks in a sequential manner, referred to as lifelong or continual learning, remains unresolved. Current implementations either concentrate on preserving information in fixed capacity networks, or propose incrementally growing networks which randomly search through an unconstrained solution space. This work proposes a novel algorithm for continual learning using neurogenesis in reinforcement learning agents. It builds upon existing neuroevolutionary techniques, and incorporates several new mechanisms for limiting the memory resources while expanding neural network learning capacity. The algorithm is tested on a custom set of sequential virtual environments which emulate meaningful and relevant scenarios.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=mAD_0zEsPCM&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=35,2021,NICE,Julian Goeltz,Heidelberg University,Fast and deep: energy-efficient neuromorphic learning with first-spike times,"For a biological agent operating under environmental pressure, energy consumption and reaction times are of critical importance. Similarly, engineered systems also strive for short time-to-solution and low energy-to-solution characteristics. At the level of neuronal implementation, this implies achieving the desired results with as few and as early spikes as possible. In the time-to-first-spike coding framework, both of these goals are inherently emerging features of learning. Here, we describe a rigorous derivation of error-backpropagation-based learning for hierarchical networks of leaky integrate-and-fire neurons. This narrows the gap between previous existing models of first-spike-time learning and biological neuronal dynamics, thereby also enabling fast and energy-efficient inference on analog neuromorphic devices that inherit these dynamics from their biological archetypes.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=-UPOz7ywdPM&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=36,2021,NICE,Irina Rish,MILA,Beyond Backprop: Different approaches to credit assingment in neural nets,"Backpropagation algorithm (backprop) has been the workhorse of neural net learning for several decades, and its practical effectiveness is demonstrated by recent successes of deep learning in a wide range of applications. This approach uses chain rule differentiation to compute gradients in state-of-the-art learning algorithms such as stochastic gradient descent (SGD) and its variations. However, backprop has several drawbacks as well, including the vanishing and exploding gradients issue, inability to handle non-differentiable nonlinearities and to parallelize weight-updates across layers, and biological implausibility. These limitations continue to motivate exploration of alternative training algorithms, including several recently proposed auxiliary-variable methods which break the complex nested objective function into local subproblems. However, those techniques are mainly offline (batch), which limits their applicability to extremely large datasets, as well as to online, continual or reinforcement learning. The main contribution of our work is a novel online (stochastic/mini-batch) alternating minimization (AM) approach for training deep neural networks, together with the first theoretical convergence guarantees for AM in stochastic settings and promising empirical results on a variety of architectures and datasets.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=saJuQAwXPpQ&list=PLJ506hQ4g3TgOgbEDhZhbkPcTMdtNHmy-&index=37,2021,NICE,Konstantinos Michmizos,Rutgers University,Bioinspired robotic navigation: Real-time mapping on a neuromorphic processor,"Mapping is a critical component for developing a simultaneous localization and mapping (SLAM) system in mobile robots. We draw from the brain's dedicated network that solves the spatial navigation problem by learning a cognitive map of the surrounding environment using networks of specialized neurons, such as place cells, grid cells, head direction cells, and border cells. We further integrated our neuro-inspired network into a neuromorphic processor, namely Intel's Loihi chip. Here, we proposed an SNN that used Winner-Take-ALL (WTA) structure and heterosynaptic competitive learning for place field generation and dendritic trees for reference frame transformation. The network learned distributed sub-maps on place cells, that, when combined, they encode accurately a unified map of the environment. By using an efficient interaction framework between the Robot Operating System (ROS) and Loihi, we showcase how our SNN may run in real-time interacting with a mobile robot equipped with a 360-degree LiDAR sensor. These results pave the way for an efficient neuromorphic SLAM solution on Loihi for robots operating in unknown environments.",Paper,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=t90wD_GlcZ8&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=3,2019,NICE,Kris Carlson,BrainChip,Akida: A low-power neuromorphic SoC for event-based computation,"Chris Carlson, a research scientist at BrainChip, a small startup company, is discussing their efforts to build low-power neuromorphic systems on a chip for event-based computation. He mentions that their goal is to use a single low-power hardware platform to run conventional deep neural network (DNN) inference algorithms, as well as native spiking neural networks and a subset of event-based algorithms. They also aim to include on-chip unsupervised learning algorithms to enable the system to adapt and learn. The entire network or algorithm should run on the chip, rather than just being passed data from a host computer.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=78JKy5drKXo&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=4,2019,NICE,Mukesh Khare,IBM,The future of AI computing,"The speaker, Mukesh Khare, is the Vice President for Semiconductor and AI Hardware Strategy at IBM Research. He is giving a high-level overview of IBM Research's focus on redefining the future of computing through a combination of three pillars: bits, neurons, and qubits. Bits represent traditional computing and mathematics, neurons represent artificial intelligence and AI hardware, and qubits represent quantum computing. He also welcomes attendees to the Albany site, which he describes as one of the most advanced sites for semiconductor research in a collaborative manner, with many partners from the semiconductor industry ecosystem. He encourages attendees to take tours of the site to see the capability and potential for collaboration.",ChatGPT,Uncategorized,Uncategorized,,,,,,
https://www.youtube.com/watch?v=pFfJVWAwwJI&list=PLJ506hQ4g3Th3sDNaHiqmK6Pr0YTH_aZo&index=5,2019,NICE,Steve Furber,University of Manchester,SpiNNaker Applications,"The speaker is Steve Furber, a professor at the University of Manchester. He is discussing the Spinnaker system, a project that began 20 years ago with the goal of using a million mobile phone processors to support real-time biological spiking neural network models, with the aim of contributing to understanding more about how the brain works. The major innovation in Spinnaker is how the processors are connected in real-time to distribute models across a physically large machine. The project started construction in 2005, with the design of the core chip taking 40 man-years of effort and five years of elapsed time. The chip is packaged with an industry standard DRAM for bulk memory. The goal was to build the machine on a budget of about a pound per processor.",ChatGPT,Neuromorphic circuits,Large scale neuromorphic computing platform,,,,,,
